DESTINO;ORIGEN;CANTIDAD;FOBDOL;FOBPES;
JPN;BUN;136977;509390;2151982798;
JPN;BUN;131073;541939;2281068872;
JPN;BUN;104933;386333;1568833976;
JPN;BUN;39780;182940;741595259;
JPN;BUN;161498;629854;2651008930;
JPN;BUN;25880;102569;416518074;
JPN;BUN;153708;571197;2406167531;
JPN;BUN;25730;43335;183693108;
JPN;BUN;12524;124656;530049083;
JPN;BUN;20568;153869;654265729;
JPN;BUN;2104;74215;313738496;
JPN;BUN;18953;79550;338256778;
JOR;BUN;38466;154341;653166481;
LVA;BUN;7810;36751;161216422;
LVA;BUN;12170;66659;292410544;
LVA;BUN;450000;312750;1320458648;
LBN;BUN;38523;173337;737047841;
LBN;BUN;39125;152743;646855051;
LBR;BUN;13977;23995;101546120;
LBR;BUN;5224;13412;56760874;
LBY;BUN;19257;86078;377598384;
LTU;BUN;19804;44625;195754702;
MAC;BUN;19277;78897;319832259;
MKD;BUN;25000;18500;77931250;
MKD;BUN;25000;17625;74245312;
MYS;BUN;21836;3863;16307651;
MYS;BUN;12877;4148;17513871;
MYS;BUN;21230;4033;17151655;
MYS;BUN;29328;112901;479004539;
MYS;BUN;19214;75126;317590029;
MYS;BUN;19212;75118;319412408;
MYS;BUN;19231;78857;335310973;
MYS;BUN;19952;76615;325540024;
MYS;BUN;173225;683595;2775964465;
MYS;BUN;19057;91714;385341307;
MYS;BUN;19209;91408;400978054;
MYS;BUN;50434;358298;1454990435;
MYS;BUN;80570;129309;525103287;
MYS;BUN;75412;390049;1711012829;
MYS;BUN;132256;206184;897492033;
MYS;BUN;56262;90639;383167290;
MYS;BUN;24788;39438;166720652;
MYS;BUN;25206;39283;172323577;
MYS;BUN;25524;184329;808592993;
MYS;BUN;41;23898;101617382;
MYS;BUN;23620;34248;145175907;
MYS;BUN;16107;13008;55311824;
MYS;BUN;53110;227518;967430371;
MYS;BUN;24110;34455;142696573;
MYS;BUN;960;952;4012069;
MYS;BUN;10000;16699;73252835;
MLI;BUN;22724;40890;171206838;
MLT;BUN;130000;96590;408765982;
MEX;BUN;58;3637;15465701;
MEX;BUN;22119;49204;209223238;
MEX;BUN;200000;49200;207327324;
MEX;BUN;604;1472;6065552;
MEX;BUN;21504;46201;190725694;
MEX;BUN;233100;36732;155041469;
MEX;BUN;83200;13760;58326576;
MEX;BUN;900000;221400;947923608;
MEX;BUN;37800;91372;388414935;
MEX;BUN;18400;36297;150323555;
MEX;BUN;616800;105445;447154201;
MEX;BUN;491780;137026;579890005;
MEX;BUN;1;235743;1027698034;
MEX;BUN;16831;41905;172675858;
MEX;BUN;2940;11170;46030292;
MEX;BUN;10925;22022;93197585;
MEX;BUN;18163;38937;163029901;
MEX;BUN;10400;34942;147658561;
MEX;BUN;260;1060;4650736;
MEX;BUN;5803;14809;64963451;
MEX;BUN;117;783;3435017;
MEX;BUN;186;5944;26078211;
MEX;BUN;3720;64728;274372282;
MEX;BUN;640;11235;46528966;
MEX;BUN;18479;49981;211024491;
MEX;BUN;768;12350;52250233;
MEX;BUN;114;2050;8447271;
MEX;BUN;89;6580;27113679;
MEX;BUN;42400;12508;51540714;
MEX;BUN;291840;47435;195462433;
MEX;BUN;373232;65502;269909757;
MEX;BUN;4836;77997;321398717;
MEX;BUN;700;1900;7829178;
MEX;BUN;4667;55912;230392805;
MEX;BUN;51;10785;44443070;
MEX;BUN;2;9802;40392789;
MEX;BUN;18497;96490;406606302;
MEX;BUN;38;469;1976351;
MEX;BUN;941;11850;49937314;
MEX;BUN;108000;22720;96537280;
MEX;BUN;79500;12720;54047280;
MEX;BUN;3488;20858;88415289;
MEX;BUN;23862;177027;750392509;
MEX;BUN;10497;31347;132097930;
MEX;BUN;452;1378;5810095;
MEX;BUN;3886;7836;33022944;
MEX;BUN;4521;56139;236572233;
MEX;BUN;1987;23733;100011751;
MEX;BUN;205;2465;10390596;
MEX;BUN;773;7989;33666122;
MEX;BUN;15875;21552;91357814;
MEX;BUN;5900;4130;17506450;
MEX;BUN;178;3025;12822521;
MEX;BUN;1206;2507;10568299;
MEX;BUN;37900;89337;378688261;
MEX;BUN;3655;50042;212122651;
MEX;BUN;2;0;3814;
MEX;BUN;40;30;127165;
MEX;BUN;20;280;1186878;
MEX;BUN;47530;317502;1390839193;
MEX;BUN;72459;127325;533111048;
MEX;BUN;42465;252361;1055234758;
MEX;BUN;15608;30996;135969966;
MEX;BUN;51853;104859;450366240;
MEX;BUN;74753;56999;250036988;
MEX;BUN;7150;6376;27969344;
MEX;BUN;357;8350;36628611;
MEX;BUN;73800;104632;458987202;
MEX;BUN;3380;31390;137699450;
MEX;BUN;10450;4420;19389037;
MEX;BUN;2222;13683;57774488;
MEX;BUN;1728000;50729;214185443;
MEX;BUN;30000;90;388809;
MEX;BUN;3000;96;414730;
MEX;BUN;1;117517;499692860;
MEX;BUN;3;21600;91197144;
MEX;BUN;22051;43795;192117810;
MEX;BUN;10000;30;131599;
MEX;BUN;1000;32;140373;
MEX;BUN;5843;11605;47822597;
MEX;BUN;16342;32190;132643746;
MEX;BUN;10000;30;123618;
MEX;BUN;1000;32;131859;
MEX;BUN;3553;24357;101984468;
MEX;BUN;7595;31499;131889935;
MEX;BUN;18953;100155;421906012;
MEX;BUN;6720;8579;37635788;
MEX;BUN;57764;225225;950920431;
MEX;BUN;100330;140565;592130525;
MEX;BUN;9;1527;6472978;
MEX;BUN;4;142;603781;
MEX;BUN;260;9530;40399546;
MEX;BUN;1367;48952;207502050;
MEX;BUN;1718;10708;45391979;
MEX;BUN;40320;40473;171226409;
MEX;BUN;28272;50013;211789248;
MEX;BUN;30;13216;57974098;
MEX;BUN;730;12428;51211271;
MEX;BUN;8;473;1951154;
MEX;BUN;21;1011;4168748;
MEX;BUN;44;1112;4582953;
MEX;BUN;5;95;394343;
MEX;BUN;179;3074;12666909;
MEX;BUN;972;16613;68458085;
MEX;BUN;47;816;3366093;
MEX;BUN;122;55;230589;
MEX;BUN;35;599;2469940;
MEX;BUN;1;649902;2678000786;
MEX;BUN;92;1580;6512516;
MEX;BUN;9;167;688885;
MEX;BUN;1;2438;10046524;
MEX;BUN;2;7168;29536768;
MEX;BUN;59839;277604;1178053958;
MEX;BUN;19142;80813;335776781;
MEX;BUN;1171;12201;51844555;
MEX;BUN;23032;37488;159286597;
MEX;BUN;2203;17740;75378109;
MEX;BUN;16111;79973;339807911;
MEX;BUN;46;554;2284471;
MEX;BUN;5687;55899;230341215;
MEX;BUN;8136;29999;123616622;
MEX;BUN;50762;119378;491914176;
MEX;BUN;13;313;1293668;
MEX;BUN;21;389;1606918;
MEX;BUN;29916;12563;52602453;
MEX;BUN;38952;24393;102136624;
MEX;BUN;55824;25038;104838040;
MEX;BUN;46000;90438;383355659;
MEX;BUN;20000;38278;162254700;
MEX;BUN;1490;20758;87990684;
MEX;BUN;661;18151;76939620;
MEX;BUN;36295;237542;1006908594;
MEX;BUN;86433;495014;2098290645;
MEX;BUN;16191;15219;64513347;
MEX;BUN;46186;56023;237475721;
MEX;BUN;800;68184;289021748;
MEX;BUN;201;45490;191694843;
MEX;BUN;8156;8135;33804467;
MEX;BUN;11948;14501;60253734;
MEX;BUN;2412;2269;9429927;
MEX;BUN;3344800;53516;216944263;
MEX;BUN;177144;47238;199810349;
MEX;BUN;9775;20092;85374307;
MEX;BUN;92000;180133;759802738;
MEX;BUN;20000;45483;190437775;
MEX;BUN;18645;256511;1103444404;
MEX;BUN;2561;61157;268278474;
MEX;BUN;60380;189307;798611407;
MEX;BUN;1948;6731;28399559;
MEX;BUN;2090;9255;39156453;
MEX;BUN;102132;191635;810286218;
MEX;BUN;12;100;423053;
MEX;BUN;230;1286;5432985;
MEX;BUN;819;1587;6691981;
MEX;BUN;3556;41335;174140133;
MEX;BUN;706;149366;633142612;
MEX;BUN;91847;612288;2578297191;
MEX;BUN;23590;185798;784207779;
MEX;BUN;448;2228;9410194;
MEX;BUN;2303;55476;233841017;
MEX;BUN;20000;114000;500079240;
MEX;BUN;75200;247344;1057862985;
MEX;BUN;24957;68187;287335906;
MEX;BUN;30134;76699;323172826;
MEX;BUN;1672;5858;24680700;
MEX;BUN;2754;4079;17186073;
MEX;BUN;47820;119450;507630749;
MEX;BUN;34;48;198788;
MEX;BUN;92;974;4034581;
MEX;BUN;7500;375;1553036;
MEX;BUN;3344800;53516;227430880;
MEX;BUN;406000;4430;18346534;
MEX;BUN;7000;140;579800;
MEX;BUN;399148;375199;1645870972;
MEX;BUN;46196;54326;238311840;
MEX;BUN;54211;42935;188341729;
MEX;BUN;27900;10602;44852927;
MEX;BUN;24000;5280;22337620;
MEX;BUN;525910;290832;1245982639;
MEX;BUN;9048;5666;23869330;
MEX;BUN;1186;3399;14076720;
MEX;BUN;500;10;41414;
MEX;BUN;7873;73853;323971466;
MEX;BUN;5659;37462;164335294;
MEX;BUN;3667;34385;150838374;
MEX;BUN;820;614;2542838;
MEX;BUN;2000;995;4120722;
MEX;BUN;2400;204552;897300076;
MEX;BUN;36;9288;39293905;
MEX;BUN;40;1096;4541492;
MEX;BUN;100;14378;59545480;
MEX;BUN;280;31962;138497784;
MEX;BUN;630;33603;143481012;
MEX;BUN;450;2460;10189988;
MEX;BUN;391692;103054;438413418;
MEX;BUN;272940;103076;438046337;
MEX;BUN;2;23;100559;
MEX;BUN;9775;17520;72193262;
MEX;BUN;23000;51773;213337106;
MEX;BUN;4981;91573;377339224;
MEX;BUN;8183;31712;134162669;
MEX;BUN;2521;8776;37129060;
MEX;BUN;41235;75884;321037174;
MEX;BUN;47535;306745;1263983414;
MEX;BUN;26923;190881;786550703;
MEX;BUN;193;6882;28361774;
MEX;BUN;500;2887;12217959;
MEX;BUN;1263;4750;20097216;
MEX;BUN;1677;5550;23481746;
MEX;BUN;2050;63081;259936415;
MEX;BUN;16133;62264;256569580;
MEX;BUN;525;4779;19693637;
MOZ;BUN;19067;37449;158086834;
MOZ;BUN;3916;8721;36814742;
MOZ;BUN;299661;588539;2519459956;
MOZ;BUN;5942;11670;51195612;
MOZ;BUN;117540;230850;951245127;
NIC;BUN;9150;153450;647280349;
NIC;BUN;13689;102003;429689533;
NIC;BUN;501;15640;65884342;
NIC;BUN;4850;6615;27987135;
NIC;BUN;11040;21287;90060591;
NIC;BUN;878;11301;47810588;
NIC;BUN;70130;207250;876794260;
NIC;BUN;1;42;177685;
NIC;BUN;3;5;21999;
NIC;BUN;0;12;50767;
NIC;BUN;4006;414;1754983;
NIC;BUN;2700;94;397677;
NIC;BUN;3290;69;293604;
NIC;BUN;58;174;736126;
NIC;BUN;100;80;338448;
NIC;BUN;2436;29451;121357368;
NIC;BUN;1073;78325;331362655;
NIC;BUN;61;2184;9241344;
NIC;BUN;2072;37318;157879596;
NIC;BUN;412896;37032;156054434;
NIC;BUN;6311;32671;138115933;
NIC;BUN;7744;55044;230469778;
NIC;BUN;500;3204;13544557;
NIC;BUN;2880;6105;25564208;
NIC;BUN;102;1447;6349997;
NIC;BUN;2;4;21757;
NIC;BUN;50;336;1474093;
NIC;BUN;3;3;15660;
NIC;BUN;0;7;32899;
NIC;BUN;50;69;306145;
NIC;BUN;5;2;11317;
NIC;BUN;50;77;340185;
NIC;BUN;3;51;226790;
NIC;BUN;12000;10920;46163098;
NIC;BUN;50;403;1768920;
NIC;BUN;50;258;1133907;
NIC;BUN;2;103;453580;
NIC;BUN;50;87;385543;
NIC;BUN;0;4;19257;
NIC;BUN;0;6;29478;
NIC;BUN;3;10;47639;
NIC;BUN;3;4;17678;
NIC;BUN;7;39;173273;
NIC;BUN;9;16;74397;
NIC;BUN;2;6;27197;
NIC;BUN;2;9;42638;
NIC;BUN;3;7;33996;
NIC;BUN;10;31;136074;
NIC;BUN;7;6;26539;
NIC;BUN;177;30197;132465200;
NIC;BUN;80;2132;9352622;
NIC;BUN;15;5893;25853526;
NIC;BUN;549;1290;5662388;
NIC;BUN;3;2;12238;
NIC;BUN;5;2;9080;
NIC;BUN;5;8;38778;
NIC;BUN;5;7;33996;
NIC;BUN;50;72;317506;
NIC;BUN;40;46;194459;
NIC;BUN;100;25;105684;
NIC;BUN;25;270;1141395;
NIC;BUN;1;14;59183;
NIC;BUN;100;15;63410;
NIC;BUN;241;1691;7126666;
NIC;BUN;22140;51519;217100363;
NIC;BUN;4712;16127;67960337;
NIC;BUN;501;1920;8091875;
NIC;BUN;6833;16321;68776625;
NIC;BUN;76;18850;80094839;
NIC;BUN;32;7494;31844725;
NIC;BUN;30;8144;34603983;
NIC;BUN;19;5602;23806637;
NIC;BUN;214;48706;205608709;
NIC;BUN;152;36104;152411428;
NIC;BUN;143;22029;92993633;
NIC;BUN;323;72237;292832758;
NIC;BUN;440;107239;434723357;
NIC;BUN;156;37710;152867695;
NIC;BUN;429;66087;267902661;
NIC;BUN;3150;8861;37340072;
NIC;BUN;68;11119;46198777;
NIC;BUN;2;12210;50735141;
NIC;BUN;4;15993;66452448;
NIC;BUN;36088;71418;301536094;
NIC;BUN;18570;74871;318180887;
NIC;BUN;20500;15097;66228213;
NIC;BUN;4107;7405;31304203;
NIC;BUN;3787;8335;35235633;
NIC;BUN;5947;49945;211141009;
NIC;BUN;2250;38115;161130689;
NIC;BUN;60000;17985;72906873;
NIC;BUN;9031;15594;65996302;
NIC;BUN;8781;17483;73991721;
NIC;BUN;49000;35317;151949210;
NIC;BUN;60000;29520;129494203;
NIC;BUN;1174;52640;222774117;
NIC;BUN;32;67;285742;
NIC;BUN;50;25;105799;
NIC;BUN;34;88;374106;
NIC;BUN;0;8;33855;
NIC;BUN;6;22;95219;
NIC;BUN;20;58;245454;
NIC;BUN;30;352;1491769;
NIC;BUN;30;45;190438;
NIC;BUN;3;336;1421941;
NIC;BUN;2;220;931033;
NIC;BUN;10;753;3186673;
NIC;BUN;50;10;42319;
NGA;BUN;21317;40797;170819959;
NGA;BUN;66643;119090;501667467;
NGA;BUN;21317;40797;171859890;
NGA;BUN;45964;79515;327651099;
NOR;BUN;41951;194820;820679334;
NOR;BUN;62981;292483;1239792116;
NOR;BUN;20809;107302;449278064;
NOR;BUN;105267;395682;1673976776;
NOR;BUN;42146;158420;673127429;
NOR;BUN;105298;391155;1588417410;
NOR;BUN;18106;139647;590793475;
NOR;BUN;41857;179365;761132089;
NOR;BUN;83845;327833;1393979460;
NOR;BUN;62923;228127;964382559;
NCL;BUN;8908;18812;82521847;
NZL;BUN;38510;148070;625953357;
NZL;BUN;19298;129806;537582918;
NZL;BUN;19231;79443;348490790;
NZL;BUN;17638;106237;450325929;
NZL;BUN;693;5423;22990293;
NZL;BUN;108;952;4037080;
NZL;BUN;19384;109221;460255745;
NZL;BUN;19215;76928;325453254;
OMN;BUN;10679;62739;275217820;
OMN;BUN;19258;84016;354723493;
NLD;BUN;20971;73847;311792353;
NLD;BUN;24658;50302;213223989;
NLD;BUN;95727;648169;2632105054;
NLD;BUN;62914;276706;1172918534;
NLD;BUN;115237;507092;2149487730;
NLD;BUN;191472;829894;3370059873;
NLD;BUN;126277;489270;2065745816;
NLD;BUN;18878;99831;413445873;
NLD;BUN;21021;87472;360439738;
NLD;BUN;57643;227475;997858773;
NLD;BUN;20994;81921;337567330;
NLD;BUN;40270;172401;731783597;
NLD;BUN;176404;638650;2687341914;
NLD;BUN;20994;105849;450083598;
NLD;BUN;95871;440571;1932636543;
NLD;BUN;95815;294275;1195001723;
NLD;BUN;20988;83286;353037963;
NLD;BUN;60000;63000;267687000;
NLD;BUN;9465;19898;83315218;
NLD;BUN;23881;22494;95351404;
NLD;BUN;24896;19717;83838968;
NLD;BUN;475000;498750;2160620699;
NLD;BUN;74975;67897;287028620;
NLD;BUN;49000;88082;380886091;
NLD;BUN;22795;25300;106616432;
NLD;BUN;75000;67920;288640303;
NLD;BUN;2311;39641;173892071;
NLD;BUN;38535;173646;756994203;
NLD;BUN;185000;194250;819501847;
NLD;BUN;22000;43450;190600377;
NLD;BUN;13724;12008;52677206;
PAK;BUN;3584;22335;92502027;
PAK;BUN;1760;2157;9087963;
PSE;BUN;19008;42900;182414661;
PAN;BUN;1983;9294;39292279;
PAN;BUN;3099;7271;30740650;
PAN;BUN;25000;12400;52235000;
PAN;BUN;6113;12385;52359733;
PAN;BUN;4;62;262808;
PAN;BUN;10050;190;808518;
PAN;BUN;358;1596;6766857;
PAN;BUN;10;244;1035000;
PAN;BUN;173;1992;8446714;
PAN;BUN;11200;2332;9887626;
PAN;BUN;30;8;36877;
PAN;BUN;7342;6480;27471011;
PAN;BUN;136000;45424;198021385;
PAN;BUN;1;5;24103;
PAN;BUN;19;16935;70138181;
PAN;BUN;232;43;180897;
PAN;BUN;1;22;94010;
PAN;BUN;446;8012;33181799;
PAN;BUN;1;48;200031;
PAN;BUN;13;241;998705;
PAN;BUN;6;734;3040223;
PAN;BUN;1;23;98358;
PAN;BUN;2;194;804679;
PAN;BUN;4;171;712160;
PAN;BUN;1;84;350779;
PAN;BUN;33;11937;49439480;
PAN;BUN;2;2127;8811057;
PAN;BUN;4;5811;24066512;
PAN;BUN;15;160;664533;
PAN;BUN;109;1266;5246943;
PAN;BUN;18;82;341005;
PAN;BUN;484;16941;70160876;
PAN;BUN;7;5987;24795776;
PAN;BUN;27;1014;4202640;
PAN;BUN;51;2209;9152394;
PAN;BUN;10;34;143293;
PAN;BUN;2;861;3569332;
PAN;BUN;17;2669;11054015;
PAN;BUN;28;20699;85724536;
PAN;BUN;2;1110;4598436;
PAN;BUN;3;5766;23882094;
PAN;BUN;967;11271;47579286;
PAN;BUN;2369;7768;32278897;
PAN;BUN;6048;16867;71305120;
PAN;BUN;39600;9734;42699748;
PAN;BUN;171;290;1230233;
PAN;BUN;2000;940;3978051;
PAN;BUN;2000;1140;4824445;
PAN;BUN;300;480;2031345;
PAN;BUN;45360;23587;99820322;
PAN;BUN;424;968;4088585;
PAN;BUN;75;221;936810;
PAN;BUN;26000;35611;150328257;
PAN;BUN;480;2087;8871439;
PAN;BUN;2400;6154;26155052;
PAN;BUN;3504;8902;37832405;
PAN;BUN;167;495;2105858;
PAN;BUN;192;337;1433767;
PAN;BUN;144;494;2100249;
PAN;BUN;2781;6337;26933557;
PAN;BUN;460;3205;13620745;
PAN;BUN;176;24696;105010975;
PAN;BUN;12;1705;7249813;
PAN;BUN;726;3192;13444855;
PAN;BUN;48518;133981;562662601;
PAN;BUN;18987;70126;294753194;
PAN;BUN;1922;8589;36186763;
PAN;BUN;2833;10917;45882462;
PAN;BUN;2676;10370;43698868;
PAN;BUN;6815;23122;97436678;
PAN;BUN;170;170;717755;
PAN;BUN;1701;5634;23736805;
PAN;BUN;7284;26009;109565945;
PAN;BUN;262;1279;5390188;
PAN;BUN;4242;23039;97055115;
PAN;BUN;178;1069;4504005;
PAN;BUN;14400;20;84250;
PAN;BUN;600;120;505500;
PAN;BUN;600;120;505500;
PAN;BUN;21883;82311;358829494;
PAN;BUN;15;3480;15266805;
PAN;BUN;28;6767;29685493;
PAN;BUN;156;45240;198455305;
PAN;BUN;78;45;196390;
PAN;BUN;46;235;1025287;
PAN;BUN;0;21;95688;
PAN;BUN;3;106;462096;
PAN;BUN;1200;685;2869609;
PAN;BUN;7644;26538;111115122;
PAN;BUN;89;434;1821098;
PAN;BUN;26;1383;5794361;
PAN;BUN;11470;28870;120880234;
PAN;BUN;17628;15907;67591562;
PAN;BUN;6032;25228;105633405;
PAN;BUN;3744;4400;18616376;
PAN;BUN;888;1332;5635172;
PAN;BUN;318;5883;24888678;
PAN;BUN;423;26060;110249696;
PAN;BUN;2794;10457;44144552;
PAN;BUN;3;21543;87330151;
PAN;BUN;56;102357;433175477;
PAN;BUN;204;537530;2274811342;
PAN;BUN;116;3432;15059228;
PAN;BUN;156;3909;17150085;
PAN;BUN;1113;6273;26992588;
PAN;BUN;216;1646;7097455;
PAN;BUN;2541;18442;80773825;
PAN;BUN;1665;8069;35100556;
PAN;BUN;469;18082;79323753;
PAN;BUN;34;1581;6935835;
PAN;BUN;443657;388850;1638349632;
PAN;BUN;1344;7523;31806121;
PAN;BUN;252;430;1821666;
PAN;BUN;240;1252;5296074;
PAN;BUN;1045;4359;18430363;
PAN;BUN;3;163707;690609664;
PAN;BUN;548;3386;14315041;
PAN;BUN;158;2202;9312263;
PAN;BUN;5;882;3869034;
PAN;BUN;8;882;3869034;
PAN;BUN;72;2375;10418756;
PAN;BUN;646;5592;23669238;
PAN;BUN;7892;12690;53475953;
PAN;BUN;17694;43614;182859484;
PAN;BUN;166;1016;4301374;
PAN;BUN;76;652;2762630;
PAN;BUN;102;6077;26660013;
PAN;BUN;25000;8100;34334685;
PAN;BUN;56000;43433;187063652;
PAN;BUN;23200;14773;59886480;
PAN;BUN;28409;40719;171823612;
PAN;BUN;38998;23997;100764971;
PAN;BUN;86;16514;66946143;
PAN;BUN;8;800;3401672;
PAN;BUN;40197;40048;167596762;
PAN;BUN;0;216;918451;
PAN;BUN;8;800;3401672;
PAN;BUN;27729;86177;363711533;
PAN;BUN;38;430;1828398;
PAN;BUN;199;240536;1016839481;
PAN;BUN;213070;42475;175023334;
PAN;BUN;195;864;3673805;
PAN;BUN;275;25158;106977737;
PAN;BUN;6;919;3908266;
PAN;BUN;13950;165992;696928863;
PAN;BUN;10;300;1275627;
PAN;BUN;144530;236252;999815523;
PAN;BUN;342;705;2973098;
PAN;BUN;582;3616;15236275;
PAN;BUN;300;677;2852536;
PAN;BUN;1250;4791;20183351;
PAN;BUN;1466;8850;37281804;
PAN;BUN;745;20473;86244323;
PAN;BUN;5805;46440;192328009;
PAN;BUN;24054;37942;160570886;
PAN;BUN;1104;11262;47443281;
PAN;BUN;23998;21998;91106904;
PAN;BUN;1;550;2316875;
PAN;BUN;4;27017;113811892;
PAN;BUN;1;9488;39969632;
PAN;BUN;500;21180;89604319;
PAN;BUN;27210;38231;161796634;
PAN;BUN;114579;139914;579061269;
PAN;BUN;20000;32810;139076668;
PAN;BUN;140;1888;7959009;
PAN;BUN;1903;24080;101474631;
PAN;BUN;337;7666;32307960;
PAN;BUN;99;2676;11277005;
PAN;BUN;26624;35357;145694038;
PAN;BUN;4;637;2687838;
PAN;BUN;444;7724;32552791;
PAN;BUN;78600;79386;335119266;
PAN;BUN;392;8175;34449246;
PAN;BUN;14;1275;5375677;
PAN;BUN;2160;1803;7431950;
PAN;BUN;20000;5654;23871116;
PAN;BUN;28048;21927;93186918;
PAN;BUN;4169;33548;147165424;
PAN;BUN;5390;89923;394462811;
PAN;BUN;508;11273;47754267;
PAN;BUN;7720;106294;454166706;
PAN;BUN;720;18357;77874855;
PAN;BUN;82950;210640;912391959;
PAN;BUN;1172;2934;12874803;
PAN;BUN;1678;49791;211152446;
PAN;BUN;34;1296;5482870;
PAN;BUN;219;5510;24171329;
PAN;BUN;1395;7845;33190912;
PAN;BUN;5476;18040;76512294;
PAN;BUN;1943;7483;31796116;
PAN;BUN;1584;5311;22409645;
PAN;BUN;180;1371;5832166;
PAN;BUN;4778;18077;76203549;
PAN;BUN;3840;9650;40726083;
PAN;BUN;5255;27158;114706667;
PAN;BUN;7225;43517;184455903;
PAN;BUN;3676;115305;488190955;
PAN;BUN;253;3551;14995385;
PAN;BUN;1476;32603;139310307;
PAN;BUN;4886;14296;60779064;
PAN;BUN;42873;68009;297422642;
PAN;BUN;293;964;4182444;
PAN;BUN;113;1701;7461708;
PAN;BUN;4408;45675;200360695;
PAN;BUN;144;5400;22845294;
PAN;BUN;14000;11064;47014760;
PAN;BUN;27300;18198;79829228;
PAN;BUN;85;2963;13001797;
PAN;BUN;1255;15340;67292110;
PAN;BUN;167;2757;11667683;
PAN;BUN;3887;13011;55178941;
PAN;BUN;9234;77966;331235022;
PAN;BUN;2161;60987;259136312;
PAN;BUN;1124;3005;12715436;
PAN;BUN;5664;43146;183308267;
PAN;BUN;172;4473;19005777;
PAN;BUN;12850;35008;153570386;
PAN;BUN;50;946;4153552;
PAN;BUN;4493;28164;123548831;
PAN;BUN;321943;82790;354669648;
PAN;BUN;292;83267;352384123;
PAN;BUN;131188;100082;437025000;
PAN;BUN;735;1640;6968360;
PAN;BUN;1;17775;75199092;
PAN;BUN;3435;163729;709740732;
PAN;BUN;1;6647;29159708;
PAN;BUN;22000;16280;69008478;
PAN;BUN;13412;214514;941002659;
PAN;BUN;14000;11064;45594248;
PAN;BUN;24000;9607;39589598;
PAN;BUN;3;16;73695;
PAN;BUN;133;220;968574;
PAN;BUN;22;65;285790;
PAN;BUN;55;855;3610773;
PAN;BUN;50;370;1564579;
PAN;BUN;5;79;335022;
PAN;BUN;300;441;1873809;
PAN;BUN;32;72;305928;
PAN;BUN;55;116;509071;
PAN;BUN;20;10;43866;
PAN;BUN;11;37;164499;
PAN;BUN;5;376;1651577;
PAN;BUN;67572;67159;276738366;
PAN;BUN;480;952;3924148;
PAN;BUN;720;1692;6972089;
PAN;BUN;15937;14839;61145880;
PAN;BUN;7578;260879;1074983967;
PAN;BUN;369;12644;52104910;
PAN;BUN;45;22;92713;
PAN;BUN;20;52;214272;
PAN;BUN;4;15;61809;
PAN;BUN;8;58;240644;
PAN;BUN;40;60;247237;
PAN;BUN;60;12;49447;
PRY;BUN;306;9812;43042609;
PRY;BUN;332;9367;41090721;
PRY;BUN;506;15448;67766527;
PRY;BUN;12;23;98572;
PRY;BUN;156;760;3202342;
PRY;BUN;24;42;176925;
PRY;BUN;420;2074;8740095;
PRY;BUN;2002;12201;51396712;
PRY;BUN;492;8031;33830587;
PRY;BUN;9;840;3684794;
PRY;BUN;120;2706;11871354;
PRY;BUN;216;943;4137497;
PRY;BUN;424;15043;65991509;
PRY;BUN;150;3;13159;
PRY;BUN;15;240;1052798;
PRY;BUN;15;90;394799;
PRY;BUN;60;120;526399;
PRY;BUN;12;100;441078;
PRY;BUN;572;291;1279676;
PRY;BUN;2;39;172834;
PRY;BUN;102;714;3132777;
PRY;BUN;915;2208;9098782;
PRY;BUN;743;2664;10977743;
PRY;BUN;1676;8638;35594616;
PRY;BUN;715;7623;32031666;
PRY;BUN;3620;12031;50549909;
PRY;BUN;1246;3875;16282189;
PER;BUN;23922;51617;226427457;
PER;BUN;243;10411;42203695;
PER;BUN;144;6958;28207967;
PER;BUN;26000;6666;28183205;
PER;BUN;330;1124;4749724;
PER;BUN;691;2118;8942386;
PER;BUN;1661;8589;36267330;
PER;BUN;9340;26379;111376918;
PER;BUN;1200;3781;15967479;
PER;BUN;867;5521;23310918;
PER;BUN;1597;8592;36279912;
PER;BUN;96968;102520;424476844;
PER;BUN;40950;32887;135516437;
PER;BUN;26572;20862;88519076;
PER;BUN;25525;65591;270275586;
PER;BUN;6500;29250;118572480;
PER;BUN;1440;5515;22357297;
PER;BUN;2700;12058;49867250;
PER;BUN;5880;9956;40362396;
PER;BUN;550;6497;26339305;
PER;BUN;129201;560317;2349921084;
PER;BUN;14090;18880;79052423;
PER;BUN;47425;105626;463347103;
PER;BUN;500;1606;6724338;
PER;BUN;300;1636;6849948;
PER;BUN;264;1234;5169784;
PER;BUN;500;3066;12837372;
PER;BUN;20000;76000;318212760;
PER;BUN;11895;42662;175795538;
PER;BUN;1080;3700;15249590;
PER;BUN;38760;80540;329218921;
PER;BUN;52000;18200;76842038;
PER;BUN;182000;38454;160359456;
PER;BUN;800;7716;31282379;
PER;BUN;18200;63091;265772522;
PER;BUN;15000;31700;130623654;
PER;BUN;832;7906;32852279;
PER;BUN;4020;25536;106101212;
PER;BUN;34038;148457;611411087;
PER;BUN;20500;30570;129329747;
PER;BUN;73;1163;4902296;
PER;BUN;6200;35595;147157122;
PER;BUN;2040;13743;55712931;
PER;BUN;1500;18585;75340021;
PER;BUN;571;3621;15046770;
PER;BUN;1314;6924;28531955;
PER;BUN;859;4471;18425146;
PER;BUN;540;2380;9807199;
PER;BUN;1803;10183;41963281;
